total_runs,wickets,target,balls_left,won
50,1,172,91,1
50,1,172,90,1
51,1,172,89,1
55,1,172,89,1
55,1,172,88,1
56,1,172,87,1
57,1,172,86,1
57,1,172,85,1
57,1,172,84,1
61,1,172,83,1
61,1,172,82,1
61,2,172,81,1
62,2,172,80,1
63,2,172,79,1
63,2,172,78,1
63,2,172,77,1
64,2,172,76,1
64,2,172,75,1
64,2,172,74,1
65,2,172,73,1
66,2,172,72,1
70,2,172,71,1
70,2,172,70,1
70,2,172,69,1
71,2,172,68,1
72,2,172,67,1
76,2,172,66,1
78,2,172,65,1
79,2,172,64,1
79,2,172,63,1
80,2,172,62,1
80,2,172,61,1
81,2,172,60,1
81,2,172,59,1
87,2,172,58,1
91,2,172,57,1
91,2,172,56,1
92,2,172,55,1
92,2,172,54,1
92,2,172,53,1
93,2,172,52,1
99,2,172,51,1
105,2,172,50,1
106,2,172,49,1
106,2,172,48,1
107,2,172,47,1
107,2,172,46,1
108,2,172,45,1
112,2,172,44,1
113,2,172,43,1
114,2,172,42,1
115,2,172,41,1
121,2,172,40,1
122,2,172,39,1
126,2,172,38,1
127,2,172,37,1
128,2,172,36,1
134,2,172,35,1
134,2,172,34,1
134,2,172,33,1
134,2,172,32,1
134,2,172,31,1
135,2,172,30,1
141,2,172,29,1
147,2,172,28,1
147,2,172,27,1
148,2,172,26,1
148,3,172,25,1
148,3,172,24,1
149,3,172,23,1
150,3,172,22,1
151,3,172,21,1
152,3,172,20,1
156,3,172,19,1
160,3,172,18,1
160,3,172,17,1
166,3,172,16,1
167,3,172,15,1
168,3,172,14,1
172,3,172,13,1
176,3,172,12,1
0,0,124,119,1
0,0,124,118,1
3,0,124,117,1
4,0,124,116,1
5,0,124,115,1
5,0,124,114,1
5,0,124,113,1
5,0,124,113,1
5,0,124,112,1
9,0,124,111,1
10,0,124,110,1
16,0,124,109,1
20,0,124,108,1
21,0,124,107,1
22,0,124,106,1
23,0,124,105,1
29,0,124,104,1
29,0,124,103,1
29,0,124,102,1
29,0,124,101,1
29,0,124,101,1
31,0,124,100,1
32,0,124,99,1
33,0,124,98,1
33,1,124,97,1
34,1,124,96,1
35,1,124,95,1
39,1,124,94,1
40,1,124,93,1
41,1,124,92,1
41,1,124,91,1
42,1,124,90,1
42,1,124,89,1
42,1,124,88,1
46,1,124,87,1
46,1,124,86,1
50,1,124,85,1
50,1,124,84,1
51,1,124,83,1
51,1,124,82,1
55,1,124,81,1
56,1,124,80,1
57,1,124,79,1
59,1,124,78,1
60,1,124,77,1
61,1,124,77,1
61,1,124,76,1
65,1,124,75,1
69,1,124,74,1
69,2,124,73,1
70,2,124,72,1
70,2,124,71,1
71,2,124,70,1
72,2,124,69,1
72,2,124,68,1
72,2,124,67,1
72,3,124,66,1
73,3,124,65,1
73,3,124,64,1
74,3,124,63,1
75,3,124,62,1
75,3,124,61,1
76,3,124,60,1
80,3,124,59,1
81,3,124,58,1
82,3,124,57,1
82,3,124,56,1
82,3,124,55,1
83,3,124,54,1
83,3,124,53,1
83,3,124,52,1
87,3,124,51,1
87,3,124,50,1
87,3,124,49,1
87,3,124,48,1
88,3,124,47,1
88,3,124,46,1
89,3,124,45,1
89,3,124,44,1
90,3,124,43,1
90,3,124,42,1
92,3,124,41,1
93,3,124,40,1
93,3,124,39,1
95,3,124,38,1
95,3,124,37,1
96,3,124,36,1
96,3,124,35,1
96,3,124,34,1
97,3,124,33,1
97,3,124,32,1
98,3,124,31,1
104,3,124,30,1
104,3,124,29,1
104,3,124,28,1
105,3,124,27,1
111,3,124,26,1
112,3,124,25,1
116,3,124,24,1
117,3,124,23,1
119,3,124,22,1
119,3,124,21,1
120,3,124,20,1
121,3,124,19,1
125,3,124,18,1
4,0,154,119,1
8,0,154,118,1
8,0,154,117,1
9,0,154,116,1
10,0,154,115,1
14,0,154,114,1
14,0,154,113,1
14,0,154,112,1
15,0,154,111,1
15,0,154,110,1
16,0,154,109,1
18,0,154,108,1
18,0,154,107,1
22,0,154,106,1
22,0,154,105,1
28,0,154,104,1
30,0,154,103,1
34,0,154,102,1
35,0,154,101,1
39,0,154,100,1
45,0,154,99,1
49,0,154,98,1
49,0,154,97,1
49,0,154,96,1
55,0,154,95,1
56,0,154,94,1
62,0,154,93,1
68,0,154,92,1
69,0,154,91,1
69,0,154,90,1
70,0,154,89,1
72,0,154,88,1
73,0,154,87,1
73,0,154,86,1
74,0,154,85,1
75,0,154,84,1
75,0,154,83,1
77,0,154,82,1
78,0,154,81,1
84,0,154,80,1
85,0,154,79,1
85,0,154,78,1
91,0,154,77,1
91,1,154,76,1
92,1,154,77,1
93,1,154,76,1
94,1,154,75,1
95,1,154,74,1
96,1,154,73,1
98,1,154,72,1
99,1,154,71,1
103,1,154,71,1
107,1,154,70,1
111,1,154,69,1
112,1,154,68,1
116,1,154,67,1
117,1,154,66,1
117,1,154,65,1
118,1,154,64,1
119,1,154,63,1
119,1,154,62,1
120,1,154,61,1
124,1,154,60,1
128,1,154,59,1
129,1,154,58,1
130,1,154,57,1
130,2,154,56,1
130,2,154,55,1
136,2,154,54,1
136,2,154,53,1
140,2,154,52,1
141,2,154,51,1
142,2,154,50,1
143,2,154,49,1
147,2,154,48,1
151,2,154,47,1
151,2,154,46,1
155,2,154,45,1
0,1,157,119,0
4,1,157,118,0
4,1,157,117,0
5,1,157,116,0
5,1,157,115,0
9,1,157,114,0
9,1,157,113,0
10,1,157,112,0
10,1,157,111,0
11,1,157,110,0
11,1,157,109,0
17,1,157,108,0
17,2,157,107,0
18,2,157,106,0
18,2,157,105,0
22,2,157,104,0
23,2,157,103,0
23,2,157,102,0
24,2,157,101,0
24,2,157,101,0
24,2,157,100,0
24,2,157,99,0
28,2,157,98,0
28,2,157,97,0
32,2,157,96,0
32,2,157,95,0
36,2,157,94,0
37,2,157,93,0
37,2,157,92,0
37,2,157,91,0
37,2,157,90,0
41,2,157,89,0
42,2,157,88,0
43,2,157,87,0
44,2,157,86,0
44,2,157,85,0
45,2,157,84,0
49,2,157,83,0
50,2,157,83,0
50,2,157,82,0
51,2,157,81,0
52,2,157,80,0
53,2,157,79,0
54,2,157,78,0
55,2,157,77,0
55,2,157,76,0
56,2,157,75,0
58,2,157,74,0
59,2,157,73,0
63,2,157,72,0
69,2,157,71,0
70,2,157,70,0
71,2,157,69,0
72,2,157,68,0
73,2,157,67,0
79,2,157,66,0
80,2,157,65,0
80,2,157,64,0
80,2,157,63,0
80,2,157,62,0
80,3,157,61,0
80,4,157,60,0
80,4,157,59,0
81,4,157,59,0
82,4,157,58,0
86,4,157,57,0
86,4,157,56,0
86,4,157,55,0
86,4,157,54,0
87,4,157,53,0
88,4,157,52,0
88,4,157,51,0
92,4,157,50,0
93,4,157,49,0
94,4,157,48,0
95,4,157,47,0
96,4,157,46,0
100,4,157,45,0
100,4,157,44,0
101,4,157,43,0
102,4,157,42,0
103,4,157,41,0
103,4,157,40,0
104,4,157,39,0
104,4,157,38,0
104,4,157,37,0
108,4,157,36,0
108,4,157,35,0
109,4,157,35,0
109,4,157,34,0
110,4,157,33,0
110,4,157,32,0
111,4,157,31,0
112,4,157,30,0
116,4,157,29,0
116,5,157,28,0
117,5,157,27,0
117,6,157,26,0
117,6,157,25,0
118,6,157,24,0
124,6,157,23,0
125,6,157,22,0
125,6,157,21,0
126,6,157,20,0
127,6,157,19,0
128,6,157,18,0
129,6,157,17,0
129,6,157,16,0
129,6,157,15,0
130,6,157,14,0
130,6,157,13,0
130,6,157,12,0
131,6,157,11,0
132,6,157,10,0
132,7,157,9,0
133,7,157,8,0
133,8,157,7,0
133,8,157,6,0
137,8,157,5,0
143,8,157,4,0
143,8,157,3,0
149,8,157,2,0
155,8,157,1,0
156,9,157,0,0
1,0,170,119,0
5,0,170,118,0
9,0,170,117,0
9,0,170,116,0
13,0,170,115,0
13,0,170,114,0
13,0,170,113,0
13,1,170,112,0
14,1,170,111,0
14,1,170,110,0
14,1,170,109,0
16,1,170,108,0
16,1,170,107,0
16,1,170,106,0
16,1,170,105,0
16,1,170,104,0
16,1,170,103,0
17,1,170,102,0
18,1,170,101,0
18,1,170,100,0
19,1,170,99,0
25,1,170,98,0
25,1,170,97,0
25,1,170,96,0
25,1,170,95,0
25,1,170,95,0
26,1,170,94,0
27,1,170,93,0
33,1,170,92,0
37,1,170,91,0
37,1,170,90,0
38,1,170,89,0
39,1,170,88,0
43,1,170,87,0
44,1,170,86,0
45,1,170,85,0
51,1,170,84,0
55,1,170,83,0
56,1,170,82,0
56,1,170,81,0
56,1,170,80,0
57,1,170,79,0
57,1,170,78,0
58,1,170,77,0
62,1,170,76,0
64,1,170,75,0
64,1,170,74,0
68,1,170,73,0
69,1,170,72,0
69,1,170,71,0
70,1,170,70,0
72,1,170,69,0
73,1,170,68,0
75,1,170,67,0
77,1,170,66,0
77,1,170,65,0
77,1,170,64,0
78,1,170,63,0
79,1,170,62,0
80,1,170,61,0
81,1,170,60,0
82,1,170,59,0
88,1,170,59,0
89,1,170,58,0
93,1,170,57,0
97,1,170,56,0
98,1,170,55,0
99,1,170,54,0
100,1,170,53,0
101,1,170,52,0
102,1,170,51,0
103,1,170,50,0
104,1,170,49,0
110,1,170,48,0
110,1,170,47,0
114,1,170,46,0
115,1,170,45,0
116,1,170,44,0
117,1,170,43,0
121,1,170,42,0
122,1,170,41,0
122,1,170,40,0
123,1,170,39,0
127,1,170,38,0
127,1,170,37,0
128,1,170,36,0
129,1,170,35,0
130,1,170,34,0
130,2,170,33,0
136,2,170,32,0
140,2,170,31,0
144,2,170,30,0
145,2,170,29,0
146,2,170,28,0
148,2,170,27,0
148,2,170,26,0
152,2,170,25,0
153,2,170,24,0
157,2,170,23,0
0,0,148,119,1
0,0,148,118,1
0,0,148,117,1
6,0,148,116,1
12,0,148,115,1
14,0,148,114,1
14,0,148,113,1
14,0,148,112,1
15,0,148,111,1
21,0,148,110,1
22,0,148,109,1
23,0,148,108,1
24,0,148,107,1
25,0,148,106,1
26,0,148,105,1
30,0,148,104,1
30,0,148,103,1
30,0,148,102,1
36,0,148,101,1
40,0,148,100,1
44,0,148,101,1
45,0,148,100,1
49,0,148,99,1
55,0,148,98,1
55,0,148,97,1
55,0,148,96,1
59,0,148,95,1
59,0,148,94,1
59,0,148,93,1
59,0,148,92,1
59,0,148,91,1
63,0,148,90,1
63,0,148,89,1
64,0,148,88,1
66,0,148,87,1
66,0,148,86,1
66,0,148,85,1
66,0,148,84,1
66,0,148,83,1
67,0,148,82,1
71,0,148,81,1
73,0,148,80,1
74,0,148,79,1
74,0,148,78,1
78,0,148,77,1
79,0,148,76,1
80,0,148,75,1
82,0,148,74,1
83,0,148,73,1
83,0,148,72,1
83,0,148,71,1
89,0,148,70,1
90,0,148,69,1
91,0,148,68,1
95,0,148,67,1
96,0,148,66,1
96,1,148,65,1
97,1,148,64,1
97,2,148,65,1
97,2,148,64,1
98,2,148,63,1
98,2,148,62,1
100,2,148,61,1
100,2,148,60,1
101,2,148,59,1
102,2,148,58,1
102,3,148,57,1
102,3,148,56,1
102,3,148,55,1
106,3,148,54,1
107,3,148,53,1
111,3,148,52,1
111,3,148,51,1
111,3,148,50,1
112,3,148,49,1
112,4,148,48,1
113,4,148,47,1
113,4,148,46,1
113,4,148,45,1
113,4,148,44,1
114,4,148,43,1
114,4,148,42,1
115,4,148,41,1
115,5,148,41,1
115,5,148,40,1
115,5,148,39,1
115,5,148,38,1
116,5,148,37,1
116,6,148,36,1
118,6,148,35,1
118,6,148,34,1
119,6,148,33,1
125,6,148,32,1
126,6,148,31,1
127,6,148,30,1
128,6,148,29,1
134,6,148,28,1
140,6,148,27,1
146,6,148,26,1
147,6,148,25,1
148,6,148,24,1
148,7,148,23,1
148,7,148,22,1
148,7,148,21,1
148,7,148,20,1
154,7,148,19,1
4,0,166,119,1
5,0,166,118,1
7,0,166,117,1
8,0,166,116,1
8,0,166,115,1
14,0,166,114,1
14,0,166,113,1
15,0,166,112,1
15,0,166,111,1
15,0,166,110,1
16,0,166,109,1
16,0,166,108,1
17,0,166,107,1
21,0,166,107,1
25,0,166,106,1
26,0,166,105,1
27,0,166,104,1
27,0,166,103,1
28,0,166,102,1
32,0,166,101,1
33,0,166,100,1
37,0,166,99,1
41,0,166,98,1
41,0,166,97,1
41,0,166,96,1
42,0,166,95,1
42,0,166,94,1
43,0,166,93,1
43,0,166,92,1
44,0,166,91,1
45,0,166,90,1
45,1,166,89,1
45,2,166,88,1
45,2,166,87,1
45,2,166,86,1
49,2,166,85,1
49,3,166,84,1
50,3,166,83,1
50,3,166,82,1
51,3,166,81,1
52,3,166,80,1
53,3,166,79,1
53,3,166,78,1
53,3,166,77,1
54,3,166,76,1
54,3,166,75,1
55,3,166,74,1
55,3,166,73,1
56,3,166,72,1
57,3,166,71,1
57,3,166,71,1
58,3,166,70,1
59,3,166,69,1
60,3,166,68,1
61,3,166,67,1
62,3,166,66,1
62,3,166,65,1
64,3,166,64,1
65,3,166,63,1
66,3,166,62,1
67,3,166,61,1
68,3,166,60,1
69,3,166,59,1
69,3,166,59,1
70,3,166,58,1
76,3,166,57,1
80,3,166,56,1
81,3,166,55,1
82,3,166,54,1
82,3,166,53,1
83,3,166,52,1
84,3,166,51,1
85,3,166,50,1
86,3,166,49,1
87,3,166,48,1
93,3,166,47,1
94,3,166,47,1
95,3,166,46,1
96,3,166,45,1
97,3,166,44,1
103,3,166,43,1
103,3,166,42,1
104,3,166,41,1
104,4,166,41,1
108,4,166,40,1
109,4,166,39,1
110,4,166,38,1
110,4,166,37,1
111,4,166,36,1
112,4,166,35,1
116,4,166,34,1
117,4,166,33,1
118,4,166,32,1
118,5,166,31,1
118,5,166,30,1
124,5,166,29,1
125,5,166,29,1
129,5,166,28,1
130,5,166,27,1
131,5,166,26,1
135,5,166,25,1
135,5,166,24,1
139,5,166,23,1
139,5,166,22,1
143,5,166,21,1
143,5,166,20,1
144,5,166,19,1
144,5,166,18,1
150,5,166,17,1
156,5,166,16,1
156,5,166,15,1
156,5,166,14,1
157,5,166,13,1
159,5,166,12,1
160,5,166,11,1
160,5,166,11,1
161,5,166,10,1
162,5,166,9,1
163,5,166,8,1
169,5,166,7,1
170,5,166,6,1
171,5,166,5,1
171,5,166,5,1
177,5,166,4,1
1,0,183,119,0
2,0,183,118,0
3,0,183,117,0
3,0,183,116,0
3,0,183,115,0
3,0,183,114,0
4,0,183,113,0
4,0,183,112,0
4,0,183,111,0
5,0,183,110,0
5,0,183,109,0
5,1,183,108,0
6,1,183,107,0
6,1,183,107,0
7,1,183,106,0
8,1,183,105,0
8,1,183,104,0
8,1,183,103,0
9,1,183,102,0
9,1,183,101,0
10,1,183,100,0
11,1,183,99,0
11,1,183,98,0
15,1,183,97,0
15,1,183,96,0
15,1,183,95,0
19,1,183,94,0
20,1,183,93,0
21,1,183,92,0
22,1,183,91,0
23,1,183,90,0
27,1,183,89,0
27,1,183,88,0
28,1,183,87,0
29,1,183,86,0
30,1,183,85,0
34,1,183,84,0
38,1,183,83,0
42,1,183,83,0
42,1,183,82,0
42,1,183,81,0
43,1,183,80,0
43,1,183,79,0
44,1,183,78,0
46,1,183,77,0
47,1,183,76,0
49,1,183,75,0
50,1,183,74,0
51,1,183,73,0
51,1,183,72,0
52,1,183,71,0
52,2,183,70,0
52,2,183,69,0
52,2,183,68,0
53,2,183,67,0
54,2,183,66,0
55,2,183,65,0
56,2,183,64,0
57,2,183,63,0
58,2,183,62,0
58,2,183,61,0
59,2,183,60,0
59,2,183,59,0
60,2,183,58,0
64,2,183,57,0
65,2,183,56,0
66,2,183,55,0
67,2,183,54,0
68,2,183,53,0
70,2,183,52,0
71,2,183,51,0
72,2,183,50,0
73,2,183,49,0
77,2,183,48,0
77,2,183,47,0
80,2,183,46,0
81,2,183,45,0
85,2,183,44,0
91,2,183,43,0
92,2,183,42,0
96,2,183,41,0
100,2,183,40,0
104,2,183,39,0
108,2,183,38,0
114,2,183,37,0
116,2,183,36,0
117,2,183,35,0
119,2,183,34,0
120,2,183,33,0
124,2,183,32,0
124,3,183,31,0
124,3,183,30,0
126,3,183,29,0
127,3,183,28,0
127,3,183,27,0
128,3,183,26,0
129,3,183,25,0
130,3,183,24,0
136,3,183,23,0
137,3,183,22,0
137,4,183,21,0
138,4,183,23,0
139,4,183,22,0
139,5,183,21,0
139,5,183,20,0
143,5,183,19,0
144,5,183,18,0
148,5,183,17,0
152,5,183,16,0
153,5,183,15,0
157,5,183,14,0
163,5,183,13,0
164,5,183,12,0
165,5,183,11,0
165,6,183,10,0
166,6,183,9,0
167,6,183,8,0
168,6,183,7,0
168,7,183,6,0
170,7,183,5,0
172,7,183,4,0
172,8,183,3,0
172,9,183,2,0
176,9,183,1,0
176,9,183,0,0
0,1,155,119,1
0,1,155,118,1
0,1,155,117,1
4,1,155,116,1
8,1,155,115,1
10,1,155,114,1
10,1,155,113,1
11,1,155,112,1
15,1,155,111,1
16,1,155,110,1
16,1,155,109,1
17,1,155,108,1
19,1,155,107,1
19,1,155,106,1
19,1,155,105,1
19,1,155,104,1
20,1,155,103,1
20,1,155,102,1
20,1,155,101,1
26,1,155,100,1
30,1,155,99,1
34,1,155,98,1
34,1,155,97,1
34,2,155,96,1
34,2,155,95,1
40,2,155,94,1
40,2,155,93,1
40,2,155,92,1
44,2,155,91,1
45,2,155,90,1
51,2,155,89,1
52,2,155,88,1
53,2,155,87,1
54,2,155,86,1
55,2,155,85,1
59,2,155,84,1
60,2,155,83,1
60,2,155,82,1
60,2,155,81,1
60,2,155,80,1
60,2,155,79,1
61,2,155,78,1
61,2,155,77,1
63,2,155,76,1
67,2,155,75,1
69,2,155,74,1
70,2,155,73,1
71,2,155,72,1
71,2,155,71,1
71,3,155,70,1
72,3,155,69,1
73,3,155,68,1
73,3,155,67,1
74,3,155,66,1
74,3,155,65,1
78,3,155,64,1
79,3,155,63,1
80,3,155,62,1
81,3,155,61,1
82,3,155,60,1
84,3,155,59,1
85,3,155,58,1
85,3,155,57,1
89,3,155,56,1
90,3,155,55,1
90,3,155,54,1
90,3,155,53,1
92,3,155,52,1
92,3,155,51,1
93,3,155,50,1
93,3,155,49,1
97,3,155,48,1
97,3,155,47,1
97,3,155,46,1
101,3,155,45,1
102,3,155,44,1
103,3,155,43,1
103,3,155,42,1
104,3,155,41,1
107,3,155,40,1
108,3,155,39,1
110,3,155,38,1
112,3,155,37,1
112,3,155,36,1
113,3,155,35,1
114,3,155,34,1
114,3,155,33,1
115,3,155,32,1
121,3,155,31,1
121,3,155,30,1
125,3,155,29,1
127,3,155,28,1
129,3,155,27,1
129,3,155,26,1
130,3,155,25,1
131,3,155,24,1
132,3,155,23,1
133,3,155,22,1
133,4,155,21,1
133,4,155,20,1
134,4,155,19,1
135,4,155,18,1
135,4,155,17,1
135,4,155,16,1
135,4,155,15,1
139,4,155,14,1
139,4,155,13,1
143,4,155,12,1
143,4,155,11,1
147,4,155,10,1
151,4,155,9,1
152,4,155,8,1
153,4,155,7,1
153,4,155,6,1
154,4,155,5,1
154,4,155,4,1
155,4,155,3,1
161,4,155,2,1
0,0,125,119,1
1,0,125,118,1
2,0,125,117,1
2,0,125,116,1
2,0,125,115,1
2,0,125,114,1
2,0,125,113,1
3,0,125,113,1
3,0,125,112,1
3,1,125,111,1
3,1,125,110,1
3,1,125,109,1
3,1,125,108,1
3,1,125,107,1
4,1,125,106,1
4,1,125,105,1
5,1,125,104,1
5,1,125,103,1
5,1,125,102,1
8,1,125,101,1
10,1,125,100,1
14,1,125,99,1
15,1,125,98,1
16,1,125,97,1
16,1,125,96,1
17,1,125,95,1
21,1,125,94,1
22,1,125,93,1
22,1,125,92,1
23,1,125,91,1
23,1,125,90,1
23,1,125,89,1
23,1,125,88,1
23,1,125,87,1
23,1,125,86,1
23,1,125,85,1
24,1,125,84,1
25,1,125,83,1
29,1,125,82,1
30,1,125,81,1
32,1,125,80,1
33,1,125,79,1
34,1,125,78,1
35,1,125,77,1
36,1,125,76,1
40,1,125,75,1
40,2,125,74,1
40,2,125,73,1
40,2,125,72,1
40,2,125,71,1
41,2,125,70,1
43,2,125,69,1
43,2,125,68,1
43,3,125,67,1
44,3,125,66,1
45,3,125,65,1
46,3,125,64,1
46,3,125,63,1
46,3,125,62,1
47,3,125,61,1
48,3,125,60,1
49,3,125,59,1
50,3,125,58,1
56,3,125,57,1
57,3,125,56,1
57,3,125,55,1
57,3,125,54,1
58,3,125,53,1
59,3,125,52,1
60,3,125,51,1
60,3,125,50,1
61,3,125,49,1
61,3,125,48,1
62,3,125,47,1
62,3,125,46,1
63,3,125,45,1
64,3,125,44,1
64,3,125,43,1
65,3,125,42,1
66,3,125,41,1
68,3,125,40,1
72,3,125,39,1
73,3,125,38,1
74,3,125,37,1
75,3,125,36,1
75,4,125,35,1
75,4,125,34,1
76,4,125,33,1
76,4,125,32,1
76,4,125,31,1
77,4,125,30,1
78,4,125,29,1
82,4,125,28,1
86,4,125,27,1
87,4,125,26,1
88,4,125,25,1
94,4,125,24,1
100,4,125,23,1
101,4,125,22,1
101,5,125,21,1
101,5,125,20,1
102,5,125,19,1
103,5,125,18,1
104,5,125,17,1
105,5,125,16,1
106,5,125,15,1
111,5,125,14,1
112,5,125,13,1
112,5,125,12,1
112,5,125,11,1
113,5,125,11,1
114,5,125,10,1
120,5,125,9,1
126,5,125,8,1
2,0,138,119,0
3,0,138,118,0
3,0,138,117,0
4,0,138,116,0
6,0,138,115,0
7,0,138,114,0
8,0,138,113,0
9,0,138,112,0
13,0,138,111,0
13,0,138,110,0
13,0,138,109,0
13,1,138,108,0
17,1,138,107,0
17,1,138,106,0
17,1,138,105,0
17,1,138,104,0
17,1,138,103,0
17,1,138,102,0
18,1,138,101,0
18,1,138,100,0
19,1,138,99,0
19,1,138,98,0
19,1,138,97,0
19,1,138,96,0
20,1,138,95,0
21,1,138,94,0
22,1,138,93,0
23,1,138,92,0
23,1,138,91,0
27,1,138,90,0
27,1,138,89,0
27,1,138,88,0
28,1,138,89,0
29,1,138,88,0
29,1,138,87,0
30,1,138,86,0
31,1,138,85,0
32,1,138,84,0
34,1,138,83,0
35,1,138,82,0
36,1,138,81,0
37,1,138,80,0
37,1,138,79,0
38,1,138,78,0
38,1,138,77,0
40,1,138,76,0
41,1,138,75,0
42,1,138,74,0
43,1,138,73,0
43,1,138,72,0
44,1,138,71,0
45,1,138,70,0
46,1,138,69,0
47,1,138,68,0
47,1,138,67,0
48,1,138,66,0
48,1,138,65,0
49,1,138,64,0
50,1,138,63,0
50,1,138,62,0
51,1,138,61,0
55,1,138,60,0
56,1,138,59,0
57,1,138,58,0
57,1,138,57,0
58,1,138,56,0
59,1,138,55,0
60,1,138,54,0
60,2,138,53,0
61,2,138,52,0
62,2,138,51,0
63,2,138,50,0
64,2,138,49,0
65,2,138,48,0
66,2,138,47,0
66,2,138,46,0
67,2,138,45,0
69,2,138,44,0
71,2,138,43,0
71,2,138,42,0
72,2,138,41,0
73,2,138,40,0
74,2,138,39,0
78,2,138,38,0
80,2,138,37,0
80,2,138,36,0
86,2,138,35,0
87,2,138,34,0
87,2,138,33,0
88,2,138,32,0
88,2,138,31,0
90,2,138,30,0
90,3,138,29,0
90,3,138,28,0
91,3,138,27,0
92,3,138,26,0
92,3,138,25,0
92,3,138,24,0
93,3,138,23,0
93,4,138,22,0
94,4,138,21,0
94,5,138,20,0
95,5,138,19,0
96,5,138,18,0
96,5,138,17,0
98,5,138,16,0
100,5,138,15,0
106,5,138,14,0
107,5,138,13,0
107,5,138,12,0
111,5,138,11,0
111,5,138,10,0
111,6,138,9,0
111,7,138,8,0
112,7,138,7,0
116,7,138,6,0
116,8,138,5,0
116,8,138,4,0
116,8,138,3,0
116,9,138,2,0
116,10,138,1,0
0,0,157,119,1
1,0,157,118,1
2,0,157,117,1
2,0,157,116,1
3,0,157,115,1
3,0,157,114,1
5,0,157,113,1
6,0,157,112,1
6,0,157,111,1
7,0,157,110,1
7,0,157,109,1
7,0,157,108,1
7,0,157,107,1
7,1,157,106,1
7,1,157,105,1
11,1,157,104,1
12,1,157,103,1
16,1,157,102,1
17,1,157,101,1
21,1,157,100,1
21,1,157,99,1
25,1,157,98,1
27,1,157,97,1
27,1,157,96,1
28,1,157,95,1
32,1,157,94,1
32,2,157,93,1
32,2,157,92,1
32,2,157,91,1
33,2,157,90,1
33,2,157,89,1
33,2,157,89,1
37,2,157,88,1
41,2,157,87,1
42,2,157,86,1
43,2,157,85,1
49,2,157,84,1
50,2,157,83,1
52,2,157,82,1
58,2,157,81,1
59,2,157,80,1
60,2,157,79,1
62,2,157,78,1
62,2,157,77,1
63,2,157,76,1
63,2,157,75,1
64,2,157,74,1
65,2,157,73,1
65,2,157,72,1
65,2,157,71,1
66,2,157,70,1
70,2,157,69,1
70,2,157,68,1
70,2,157,67,1
71,2,157,66,1
71,2,157,65,1
75,2,157,65,1
75,2,157,64,1
75,2,157,63,1
76,2,157,62,1
77,2,157,61,1
81,2,157,60,1
85,2,157,59,1
86,2,157,59,1
86,2,157,58,1
87,2,157,57,1
88,2,157,56,1
88,2,157,55,1
89,2,157,54,1
90,2,157,53,1
91,2,157,52,1
92,2,157,51,1
93,2,157,50,1
94,2,157,49,1
94,3,157,48,1
95,3,157,47,1
99,3,157,47,1
100,3,157,46,1
101,3,157,45,1
107,3,157,44,1
109,3,157,43,1
110,3,157,42,1
111,3,157,41,1
112,3,157,40,1
113,3,157,39,1
114,3,157,38,1
115,3,157,37,1
115,3,157,36,1
116,3,157,35,1
117,3,157,34,1
118,3,157,33,1
119,3,157,32,1
120,3,157,31,1
120,3,157,30,1
121,3,157,29,1
122,3,157,28,1
123,3,157,27,1
124,3,157,26,1
128,3,157,25,1
134,3,157,24,1
136,3,157,23,1
137,3,157,22,1
138,3,157,21,1
139,3,157,20,1
145,3,157,19,1
146,3,157,18,1
146,3,157,17,1
152,3,157,16,1
153,3,157,15,1
153,3,157,14,1
155,3,157,13,1
156,3,157,12,1
157,3,157,11,1
161,3,157,10,1
1,0,78,119,1
2,0,78,118,1
2,0,78,117,1
2,1,78,116,1
2,1,78,115,1
4,1,78,114,1
5,1,78,113,1
6,1,78,112,1
6,2,78,113,1
6,2,78,112,1
6,2,78,111,1
7,2,78,110,1
7,2,78,109,1
8,2,78,108,1
8,2,78,107,1
9,2,78,107,1
11,2,78,106,1
11,2,78,105,1
13,2,78,104,1
13,2,78,103,1
13,2,78,102,1
14,2,78,101,1
18,2,78,100,1
18,2,78,99,1
18,2,78,98,1
22,2,78,97,1
23,2,78,96,1
23,2,78,95,1
27,2,78,94,1
31,2,78,93,1
35,2,78,92,1
36,2,78,91,1
36,2,78,90,1
36,2,78,89,1
36,2,78,88,1
36,2,78,87,1
40,2,78,86,1
41,2,78,85,1
45,2,78,84,1
46,2,78,83,1
50,2,78,82,1
50,2,78,83,1
50,2,78,82,1
51,2,78,81,1
51,2,78,80,1
53,2,78,79,1
53,2,78,78,1
53,2,78,77,1
53,2,78,76,1
53,2,78,75,1
54,2,78,74,1
55,2,78,73,1
55,2,78,72,1
59,2,78,71,1
59,2,78,70,1
60,2,78,69,1
61,2,78,68,1
62,2,78,67,1
62,3,78,66,1
62,3,78,65,1
66,3,78,64,1
67,3,78,63,1
68,3,78,62,1
74,3,78,61,1
75,3,78,60,1
75,3,78,59,1
81,3,78,59,1
0,0,160,119,1
0,0,160,118,1
0,0,160,117,1
0,0,160,116,1
1,0,160,115,1
3,0,160,114,1
3,0,160,113,1
3,0,160,112,1
5,0,160,111,1
6,0,160,110,1
7,0,160,109,1
11,0,160,108,1
15,0,160,107,1
16,0,160,106,1
16,0,160,105,1
17,0,160,104,1
18,0,160,103,1
22,0,160,102,1
23,0,160,101,1
27,0,160,100,1
31,0,160,99,1
35,0,160,98,1
