total_runs,wickets,target,balls_left,won
99,3,150,42,1
99,3,150,41,1
99,3,150,40,1
101,3,150,39,1
102,3,150,38,1
106,3,150,37,1
107,3,150,36,1
107,3,150,35,1
111,3,150,34,1
115,3,150,33,1
119,3,150,32,1
119,4,150,31,1
119,4,150,30,1
120,4,150,29,1
121,4,150,28,1
122,4,150,27,1
123,4,150,26,1
124,4,150,25,1
125,4,150,24,1
126,4,150,23,1
126,4,150,23,1
126,5,150,22,1
126,5,150,21,1
126,5,150,20,1
127,5,150,19,1
128,5,150,18,1
128,5,150,17,1
130,5,150,16,1
134,5,150,15,1
135,5,150,14,1
135,5,150,13,1
136,5,150,12,1
140,5,150,11,1
141,5,150,10,1
142,5,150,9,1
146,5,150,8,1
147,5,150,7,1
151,5,150,6,1
0,0,133,119,0
1,0,133,118,0
1,0,133,117,0
1,0,133,116,0
1,0,133,115,0
3,0,133,114,0
4,0,133,113,0
6,0,133,112,0
6,0,133,113,0
6,0,133,112,0
10,0,133,111,0
10,0,133,110,0
10,0,133,109,0
10,0,133,108,0
11,0,133,107,0
14,0,133,106,0
14,0,133,105,0
18,0,133,104,0
22,0,133,103,0
22,0,133,102,0
22,0,133,101,0
23,0,133,100,0
23,0,133,101,0
24,0,133,100,0
28,0,133,99,0
28,0,133,98,0
28,0,133,97,0
29,0,133,96,0
29,0,133,95,0
29,0,133,94,0
29,1,133,93,0
30,1,133,92,0
31,1,133,91,0
31,1,133,90,0
31,2,133,89,0
31,3,133,88,0
32,3,133,87,0
32,3,133,86,0
32,3,133,85,0
32,3,133,84,0
33,3,133,83,0
34,3,133,82,0
35,3,133,81,0
36,3,133,80,0
37,3,133,79,0
37,3,133,78,0
37,3,133,77,0
37,3,133,77,0
37,3,133,76,0
38,3,133,75,0
39,3,133,74,0
40,3,133,73,0
42,3,133,72,0
43,3,133,71,0
45,3,133,70,0
45,3,133,69,0
45,3,133,68,0
46,3,133,67,0
46,3,133,66,0
47,3,133,65,0
47,3,133,64,0
51,3,133,63,0
52,3,133,62,0
53,3,133,61,0
53,3,133,60,0
53,3,133,59,0
57,3,133,58,0
57,4,133,57,0
57,4,133,56,0
57,4,133,55,0
57,4,133,54,0
61,4,133,53,0
61,4,133,52,0
62,4,133,51,0
62,4,133,50,0
62,4,133,49,0
62,4,133,48,0
62,5,133,47,0
63,5,133,46,0
63,5,133,45,0
63,5,133,44,0
67,5,133,43,0
68,5,133,42,0
72,5,133,41,0
72,5,133,40,0
72,5,133,39,0
72,5,133,38,0
76,5,133,37,0
78,5,133,36,0
79,5,133,35,0
81,5,133,34,0
82,5,133,33,0
83,5,133,32,0
84,5,133,31,0
84,6,133,30,0
85,6,133,29,0
86,6,133,28,0
88,6,133,27,0
88,6,133,26,0
88,6,133,25,0
89,6,133,24,0
90,6,133,23,0
94,6,133,22,0
94,6,133,21,0
94,6,133,20,0
95,6,133,19,0
99,6,133,18,0
100,6,133,17,0
101,6,133,16,0
107,6,133,15,0
111,6,133,14,0
113,6,133,13,0
113,7,133,12,0
117,7,133,11,0
118,7,133,10,0
120,7,133,9,0
121,7,133,8,0
125,7,133,7,0
125,7,133,6,0
126,7,133,5,0
126,7,133,5,0
130,7,133,4,0
131,7,133,3,0
131,8,133,2,0
131,9,133,1,0
132,9,133,0,0
0,0,111,119,1
0,0,111,118,1
0,0,111,117,1
0,0,111,116,1
1,0,111,115,1
1,0,111,114,1
1,0,111,113,1
1,0,111,112,1
1,0,111,111,1
5,0,111,110,1
9,0,111,109,1
9,0,111,108,1
9,0,111,107,1
13,0,111,106,1
13,0,111,105,1
13,0,111,104,1
14,0,111,103,1
14,0,111,102,1
18,0,111,101,1
18,0,111,100,1
18,1,111,99,1
19,1,111,98,1
20,1,111,97,1
24,1,111,96,1
24,1,111,95,1
30,1,111,94,1
30,1,111,93,1
30,1,111,92,1
31,1,111,91,1
31,1,111,90,1
32,1,111,89,1
33,1,111,88,1
34,1,111,87,1
34,1,111,86,1
34,1,111,85,1
34,1,111,84,1
38,1,111,83,1
39,1,111,83,1
40,1,111,82,1
41,1,111,81,1
41,1,111,80,1
42,1,111,79,1
42,1,111,78,1
43,1,111,77,1
43,1,111,76,1
44,1,111,75,1
45,1,111,74,1
49,1,111,73,1
49,1,111,72,1
50,1,111,71,1
56,1,111,70,1
59,1,111,69,1
60,1,111,68,1
66,1,111,67,1
67,1,111,66,1
71,1,111,65,1
72,1,111,64,1
76,1,111,63,1
80,1,111,62,1
81,1,111,61,1
81,1,111,60,1
82,1,111,59,1
82,1,111,58,1
86,1,111,57,1
87,1,111,56,1
88,1,111,55,1
94,1,111,54,1
94,1,111,53,1
95,1,111,52,1
97,1,111,51,1
98,1,111,50,1
99,1,111,49,1
99,1,111,48,1
100,1,111,47,1
101,1,111,46,1
101,1,111,45,1
103,1,111,44,1
103,1,111,43,1
103,1,111,42,1
104,1,111,41,1
108,1,111,40,1
109,1,111,39,1
110,1,111,38,1
110,1,111,37,1
110,1,111,36,1
111,1,111,35,1
115,1,111,34,1
0,0,176,119,0
0,0,176,118,0
0,0,176,117,0
4,0,176,116,0
4,0,176,115,0
4,0,176,114,0
4,0,176,113,0
4,0,176,112,0
4,0,176,111,0
4,0,176,110,0
4,0,176,109,0
4,0,176,108,0
8,0,176,107,0
8,0,176,106,0
9,0,176,105,0
10,0,176,104,0
14,0,176,103,0
18,0,176,102,0
20,0,176,101,0
20,0,176,100,0
24,0,176,99,0
24,0,176,98,0
24,1,176,97,0
24,1,176,96,0
24,1,176,95,0
24,1,176,94,0
28,1,176,93,0
28,1,176,92,0
29,1,176,91,0
29,1,176,90,0
30,1,176,89,0
31,1,176,88,0
31,1,176,87,0
32,1,176,86,0
33,1,176,85,0
34,1,176,84,0
35,1,176,83,0
35,1,176,82,0
36,1,176,81,0
42,1,176,80,0
43,1,176,79,0
44,1,176,78,0
44,1,176,77,0
46,1,176,76,0
46,1,176,75,0
47,1,176,74,0
51,1,176,73,0
51,1,176,72,0
51,1,176,71,0
52,1,176,70,0
58,1,176,69,0
59,1,176,68,0
59,2,176,67,0
60,2,176,66,0
61,2,176,65,0
62,2,176,64,0
63,2,176,63,0
63,2,176,62,0
64,2,176,61,0
64,2,176,60,0
64,2,176,59,0
66,2,176,59,0
66,3,176,58,0
66,3,176,57,0
66,3,176,56,0
67,3,176,55,0
68,3,176,54,0
68,3,176,53,0
68,3,176,52,0
70,3,176,51,0
71,3,176,50,0
75,3,176,49,0
75,3,176,48,0
75,3,176,47,0
75,4,176,46,0
79,4,176,45,0
79,4,176,44,0
80,4,176,43,0
80,5,176,42,0
82,5,176,41,0
82,5,176,41,0
83,5,176,40,0
84,5,176,39,0
85,5,176,38,0
86,5,176,37,0
92,5,176,36,0
93,5,176,35,0
99,5,176,34,0
100,5,176,33,0
100,6,176,32,0
101,6,176,31,0
101,6,176,30,0
101,6,176,29,0
101,7,176,28,0
102,7,176,27,0
102,7,176,26,0
103,7,176,25,0
104,7,176,24,0
105,7,176,23,0
105,7,176,22,0
105,8,176,21,0
109,8,176,20,0
109,8,176,19,0
110,8,176,18,0
116,8,176,17,0
120,8,176,16,0
126,8,176,15,0
126,9,176,14,0
126,9,176,13,0
126,10,176,12,0
0,0,174,119,1
4,0,174,118,1
8,0,174,117,1
9,0,174,116,1
9,0,174,115,1
15,0,174,114,1
19,0,174,113,1
19,0,174,112,1
19,0,174,111,1
23,0,174,110,1
23,0,174,109,1
24,0,174,108,1
25,0,174,107,1
26,0,174,106,1
26,0,174,105,1
32,0,174,104,1
32,0,174,103,1
32,0,174,102,1
32,0,174,101,1
33,0,174,100,1
37,0,174,99,1
38,0,174,98,1
39,0,174,97,1
40,0,174,96,1
40,0,174,95,1
41,0,174,94,1
41,0,174,93,1
45,0,174,92,1
46,0,174,91,1
46,0,174,90,1
47,0,174,89,1
53,0,174,88,1
54,0,174,87,1
54,1,174,86,1
55,1,174,85,1
55,1,174,84,1
56,1,174,83,1
56,1,174,82,1
62,1,174,81,1
62,1,174,80,1
63,1,174,79,1
67,1,174,78,1
67,1,174,77,1
68,1,174,76,1
68,1,174,75,1
68,1,174,74,1
68,1,174,73,1
68,1,174,72,1
68,1,174,71,1
72,1,174,70,1
73,1,174,69,1
79,1,174,68,1
79,1,174,67,1
79,1,174,66,1
80,1,174,65,1
80,1,174,64,1
81,1,174,63,1
81,1,174,62,1
82,1,174,61,1
83,1,174,60,1
84,1,174,59,1
88,1,174,58,1
89,1,174,57,1
89,1,174,56,1
93,1,174,55,1
94,1,174,54,1
95,1,174,53,1
95,1,174,52,1
96,1,174,51,1
102,1,174,50,1
103,1,174,49,1
104,1,174,48,1
105,1,174,47,1
107,1,174,46,1
113,1,174,45,1
114,1,174,44,1
114,1,174,43,1
120,1,174,42,1
120,1,174,41,1
121,1,174,40,1
122,1,174,39,1
123,1,174,38,1
124,1,174,37,1
130,1,174,36,1
131,1,174,35,1
132,1,174,34,1
133,1,174,33,1
134,1,174,32,1
135,1,174,31,1
137,1,174,30,1
138,1,174,29,1
139,1,174,28,1
139,2,174,27,1
140,2,174,26,1
146,2,174,25,1
147,2,174,24,1
147,3,174,23,1
148,3,174,22,1
149,3,174,21,1
153,3,174,20,1
155,3,174,19,1
159,3,174,18,1
165,3,174,17,1
167,3,174,16,1
168,3,174,15,1
169,3,174,14,1
169,3,174,13,1
169,3,174,12,1
173,3,174,11,1
173,4,174,10,1
174,4,174,9,1
175,4,174,8,1
4,0,190,119,1
4,0,190,118,1
8,0,190,117,1
9,0,190,116,1
10,0,190,115,1
14,0,190,114,1
14,0,190,113,1
14,0,190,112,1
14,1,190,111,1
18,1,190,110,1
18,1,190,109,1
19,1,190,108,1
20,1,190,107,1
20,1,190,106,1
21,1,190,105,1
25,1,190,104,1
25,1,190,103,1
26,1,190,102,1
26,1,190,101,1
27,1,190,100,1
27,1,190,99,1
32,1,190,98,1
32,1,190,97,1
33,1,190,96,1
34,1,190,95,1
35,1,190,95,1
35,1,190,94,1
35,1,190,93,1
35,1,190,92,1
35,1,190,91,1
36,1,190,90,1
36,1,190,89,1
40,1,190,89,1
41,1,190,88,1
41,1,190,87,1
41,1,190,86,1
42,1,190,85,1
43,1,190,84,1
47,1,190,83,1
53,1,190,82,1
54,1,190,81,1
56,1,190,80,1
56,1,190,79,1
56,1,190,78,1
57,1,190,77,1
57,1,190,76,1
58,1,190,75,1
59,1,190,74,1
59,1,190,73,1
65,1,190,72,1
66,1,190,71,1
70,1,190,70,1
70,1,190,69,1
71,1,190,68,1
71,1,190,67,1
72,1,190,66,1
73,1,190,65,1
74,1,190,65,1
75,1,190,64,1
75,1,190,63,1
79,1,190,62,1
79,1,190,61,1
81,1,190,60,1
81,1,190,59,1
85,1,190,58,1
86,1,190,57,1
87,1,190,56,1
87,1,190,55,1
88,1,190,54,1
89,1,190,53,1
90,1,190,53,1
96,1,190,52,1
98,1,190,51,1
99,1,190,50,1
100,1,190,49,1
101,1,190,48,1
105,1,190,47,1
106,1,190,46,1
107,1,190,45,1
111,1,190,44,1
117,1,190,43,1
118,1,190,42,1
118,2,190,41,1
122,2,190,40,1
123,2,190,39,1
124,2,190,38,1
124,2,190,37,1
125,2,190,36,1
125,2,190,35,1
129,2,190,35,1
130,2,190,34,1
131,2,190,33,1
135,2,190,32,1
135,2,190,31,1
139,2,190,30,1
140,2,190,29,1
144,2,190,28,1
145,2,190,27,1
145,2,190,26,1
146,2,190,25,1
147,2,190,24,1
148,2,190,23,1
155,2,190,22,1
161,2,190,21,1
165,2,190,20,1
166,2,190,19,1
166,2,190,18,1
166,3,190,17,1
167,3,190,17,1
168,3,190,16,1
169,3,190,15,1
171,3,190,14,1
175,3,190,13,1
0,0,136,119,0
4,0,136,118,0
10,0,136,117,0
10,0,136,116,0
10,0,136,115,0
10,0,136,114,0
11,0,136,113,0
15,0,136,112,0
19,0,136,111,0
19,0,136,110,0
19,0,136,109,0
23,0,136,108,0
24,0,136,107,0
28,0,136,106,0
29,0,136,105,0
33,0,136,104,0
34,0,136,103,0
34,1,136,102,0
38,1,136,101,0
38,1,136,100,0
39,1,136,99,0
40,1,136,98,0
41,1,136,97,0
41,1,136,96,0
47,1,136,95,0
48,1,136,94,0
49,1,136,93,0
49,2,136,92,0
49,2,136,91,0
49,2,136,90,0
50,2,136,89,0
50,2,136,88,0
50,3,136,87,0
52,3,136,86,0
53,3,136,85,0
57,3,136,84,0
57,3,136,83,0
58,3,136,82,0
59,3,136,81,0
59,3,136,80,0
59,3,136,79,0
60,3,136,78,0
60,4,136,77,0
60,4,136,76,0
61,4,136,75,0
62,4,136,74,0
63,4,136,73,0
63,4,136,72,0
64,4,136,71,0
64,4,136,70,0
64,4,136,69,0
65,4,136,68,0
65,4,136,67,0
66,4,136,66,0
66,4,136,65,0
66,4,136,64,0
67,4,136,63,0
68,4,136,62,0
68,5,136,61,0
68,5,136,60,0
69,5,136,59,0
69,5,136,58,0
70,5,136,57,0
70,5,136,56,0
71,5,136,55,0
72,5,136,54,0
73,5,136,53,0
74,5,136,52,0
75,5,136,51,0
75,5,136,50,0
76,5,136,49,0
77,5,136,48,0
77,6,136,47,0
78,6,136,46,0
78,6,136,45,0
79,6,136,44,0
80,6,136,43,0
82,6,136,42,0
84,6,136,41,0
85,6,136,40,0
89,6,136,39,0
93,6,136,38,0
94,6,136,37,0
94,6,136,36,0
94,6,136,35,0
95,6,136,34,0
95,6,136,33,0
97,6,136,32,0
97,6,136,31,0
98,6,136,30,0
104,6,136,29,0
105,6,136,29,0
111,6,136,28,0
112,6,136,27,0
113,6,136,26,0
114,6,136,25,0
115,6,136,24,0
116,6,136,23,0
117,6,136,22,0
117,6,136,21,0
117,7,136,20,0
118,7,136,19,0
124,7,136,18,0
124,7,136,17,0
124,8,136,16,0
124,9,136,15,0
125,9,136,14,0
125,9,136,13,0
125,9,136,12,0
126,9,136,11,0
127,9,136,10,0
128,9,136,9,0
128,10,136,8,0
0,0,118,119,1
0,0,118,118,1
0,0,118,117,1
0,1,118,116,1
0,1,118,115,1
0,1,118,114,1
1,1,118,113,1
1,1,118,112,1
2,1,118,111,1
2,1,118,110,1
2,1,118,109,1
2,1,118,108,1
2,2,118,107,1
2,2,118,107,1
3,2,118,106,1
4,2,118,105,1
4,2,118,104,1
8,2,118,103,1
8,2,118,102,1
8,2,118,101,1
8,2,118,100,1
8,2,118,99,1
12,2,118,98,1
16,2,118,97,1
18,2,118,96,1
19,2,118,95,1
19,2,118,94,1
19,2,118,93,1
19,2,118,92,1
23,2,118,91,1
27,2,118,90,1
31,2,118,89,1
32,2,118,88,1
33,2,118,87,1
37,2,118,86,1
41,2,118,85,1
41,2,118,84,1
41,2,118,83,1
41,2,118,82,1
41,2,118,81,1
42,2,118,80,1
42,2,118,79,1
42,2,118,78,1
43,2,118,77,1
44,2,118,76,1
45,2,118,75,1
46,2,118,74,1
46,2,118,73,1
46,2,118,72,1
46,2,118,71,1
47,2,118,70,1
47,2,118,69,1
48,2,118,68,1
48,3,118,67,1
48,3,118,66,1
49,3,118,65,1
50,3,118,64,1
50,3,118,63,1
50,3,118,62,1
51,3,118,61,1
51,3,118,60,1
52,3,118,59,1
53,3,118,58,1
59,3,118,57,1
59,3,118,56,1
60,3,118,55,1
61,3,118,54,1
61,3,118,53,1
61,3,118,52,1
61,3,118,51,1
62,3,118,50,1
62,3,118,49,1
63,3,118,48,1
64,3,118,47,1
64,3,118,46,1
64,3,118,45,1
65,3,118,44,1
65,3,118,43,1
66,3,118,42,1
67,3,118,41,1
68,3,118,40,1
69,3,118,39,1
69,3,118,38,1
71,3,118,37,1
72,3,118,36,1
73,3,118,35,1
73,3,118,34,1
75,3,118,33,1
75,3,118,32,1
81,3,118,31,1
84,3,118,30,1
86,3,118,29,1
90,3,118,28,1
94,3,118,27,1
95,3,118,26,1
97,3,118,25,1
97,3,118,24,1
103,3,118,23,1
103,3,118,23,1
103,3,118,22,1
104,3,118,21,1
104,3,118,20,1
104,3,118,19,1
108,3,118,18,1
108,3,118,17,1
108,3,118,16,1
109,3,118,15,1
111,3,118,14,1
111,3,118,13,1
115,3,118,12,1
116,3,118,11,1
118,3,118,10,1
119,3,118,9,1
1,0,158,119,1
5,0,158,118,1
6,0,158,117,1
10,0,158,116,1
10,0,158,115,1
11,0,158,114,1
17,0,158,113,1
21,0,158,112,1
21,0,158,113,1
22,0,158,112,1
26,0,158,111,1
28,0,158,110,1
32,0,158,109,1
32,0,158,108,1
36,0,158,107,1
36,0,158,107,1
38,0,158,106,1
38,1,158,105,1
40,1,158,104,1
41,1,158,103,1
41,1,158,102,1
41,1,158,101,1
41,1,158,100,1
41,1,158,99,1
43,1,158,98,1
43,1,158,97,1
43,2,158,96,1
44,2,158,95,1
44,2,158,94,1
44,2,158,93,1
45,2,158,92,1
46,2,158,91,1
46,2,158,90,1
46,2,158,89,1
46,2,158,88,1
47,2,158,87,1
47,2,158,86,1
48,2,158,85,1
49,2,158,84,1
50,2,158,83,1
52,2,158,83,1
52,2,158,82,1
53,2,158,81,1
57,2,158,80,1
57,2,158,79,1
61,2,158,78,1
61,2,158,77,1
61,2,158,76,1
65,2,158,75,1
65,2,158,74,1
67,2,158,73,1
68,2,158,72,1
69,2,158,71,1
73,2,158,70,1
74,2,158,69,1
75,2,158,68,1
76,2,158,67,1
78,2,158,66,1
79,2,158,65,1
83,2,158,64,1
84,2,158,63,1
85,2,158,62,1
85,2,158,61,1
86,2,158,60,1
87,2,158,59,1
93,2,158,58,1
93,2,158,57,1
94,2,158,56,1
95,2,158,55,1
95,2,158,54,1
96,2,158,53,1
96,2,158,53,1
97,2,158,52,1
103,2,158,51,1
103,2,158,50,1
104,2,158,49,1
105,2,158,48,1
109,2,158,47,1
109,2,158,46,1
109,2,158,45,1
109,2,158,44,1
110,2,158,43,1
111,2,158,42,1
111,2,158,41,1
112,2,158,40,1
113,2,158,39,1
113,2,158,38,1
114,2,158,37,1
114,2,158,36,1
114,3,158,35,1
115,3,158,34,1
115,3,158,33,1
116,3,158,32,1
117,3,158,31,1
119,3,158,30,1
119,3,158,29,1
125,3,158,28,1
126,3,158,27,1
126,4,158,26,1
127,4,158,25,1
128,4,158,24,1
134,4,158,23,1
134,4,158,22,1
138,4,158,21,1
144,4,158,20,1
145,4,158,19,1
149,4,158,18,1
149,4,158,17,1
150,4,158,16,1
151,4,158,15,1
151,4,158,14,1
155,4,158,13,1
155,4,158,12,1
156,4,158,11,1
160,4,158,10,1
0,0,159,119,1
4,0,159,118,1
4,0,159,117,1
5,0,159,116,1
5,0,159,115,1
6,0,159,114,1
6,0,159,113,1
7,0,159,113,1
7,0,159,112,1
8,0,159,111,1
9,0,159,110,1
9,0,159,109,1
9,0,159,108,1
13,0,159,107,1
17,0,159,107,1
17,0,159,106,1
23,0,159,105,1
23,0,159,104,1
23,1,159,103,1
23,2,159,102,1
24,2,159,101,1
24,2,159,100,1
24,2,159,99,1
24,2,159,98,1
24,2,159,97,1
30,2,159,96,1
30,2,159,95,1
30,3,159,94,1
30,3,159,93,1
30,3,159,92,1
31,3,159,91,1
32,3,159,90,1
32,3,159,89,1
36,3,159,88,1
37,3,159,87,1
38,3,159,86,1
39,3,159,85,1
39,3,159,84,1
43,3,159,83,1
44,3,159,82,1
44,3,159,81,1
45,3,159,80,1
45,3,159,79,1
49,3,159,78,1
51,3,159,77,1
53,3,159,76,1
54,3,159,75,1
55,3,159,74,1
55,3,159,73,1
55,3,159,72,1
55,3,159,71,1
59,3,159,70,1
60,3,159,69,1
61,3,159,68,1
62,3,159,67,1
68,3,159,66,1
74,3,159,65,1
74,3,159,65,1
75,3,159,64,1
75,3,159,63,1
76,3,159,62,1
77,3,159,61,1
78,3,159,60,1
79,3,159,59,1
81,3,159,59,1
82,3,159,58,1
86,3,159,57,1
87,3,159,56,1
88,3,159,55,1
88,3,159,54,1
90,3,159,53,1
91,3,159,52,1
92,3,159,51,1
92,3,159,50,1
93,3,159,49,1
97,3,159,48,1
98,3,159,47,1
99,3,159,46,1
103,3,159,45,1
103,3,159,44,1
103,3,159,43,1
103,3,159,42,1
107,3,159,41,1
108,3,159,40,1
109,3,159,39,1
110,3,159,38,1
111,3,159,37,1
111,3,159,36,1
111,3,159,35,1
112,3,159,34,1
114,3,159,33,1
116,3,159,32,1
117,3,159,31,1
118,3,159,30,1
119,3,159,29,1
121,3,159,28,1
125,3,159,27,1
126,3,159,26,1
127,3,159,25,1
129,3,159,24,1
131,3,159,23,1
132,3,159,22,1
133,3,159,21,1
134,3,159,20,1
136,3,159,19,1
142,3,159,18,1
142,3,159,17,1
143,3,159,16,1
144,3,159,15,1
146,3,159,14,1
146,3,159,13,1
150,3,159,12,1
151,3,159,11,1
152,3,159,10,1
152,3,159,9,1
154,3,159,8,1
155,3,159,7,1
156,3,159,6,1
160,3,159,5,1
1,0,59,119,1
1,0,59,118,1
2,0,59,117,1
2,0,59,116,1
2,0,59,115,1
3,0,59,114,1
3,0,59,113,1
3,0,59,112,1
3,0,59,111,1
3,0,59,110,1
4,0,59,109,1
4,1,59,108,1
4,1,59,107,1
4,2,59,106,1
4,2,59,105,1
4,2,59,104,1
4,2,59,103,1
5,2,59,102,1
7,2,59,101,1
7,2,59,100,1
8,2,59,99,1
8,2,59,98,1
8,2,59,97,1
8,2,59,96,1
8,2,59,95,1
8,2,59,94,1
9,2,59,93,1
9,2,59,92,1
9,2,59,91,1
9,2,59,90,1
9,2,59,89,1
13,2,59,88,1
15,2,59,87,1
16,2,59,86,1
16,2,59,85,1
20,2,59,84,1
20,2,59,83,1
21,2,59,83,1
22,2,59,82,1
23,2,59,81,1
23,2,59,80,1
23,2,59,79,1
23,2,59,78,1
24,2,59,77,1
24,3,59,77,1
24,3,59,76,1
24,3,59,75,1
25,3,59,74,1
26,3,59,73,1
26,3,59,72,1
30,3,59,71,1
30,3,59,70,1
31,3,59,69,1
31,3,59,68,1
32,3,59,67,1
33,3,59,66,1
33,3,59,65,1
33,3,59,65,1
33,3,59,64,1
34,3,59,63,1
35,3,59,62,1
36,3,59,61,1
36,3,59,60,1
36,3,59,59,1
36,3,59,59,1
37,3,59,58,1
41,3,59,57,1
47,3,59,56,1
47,3,59,55,1
47,4,59,54,1
47,4,59,53,1
47,4,59,52,1
47,4,59,51,1
47,5,59,50,1
48,5,59,49,1
48,6,59,48,1
48,6,59,47,1
48,6,59,46,1
49,6,59,45,1
49,6,59,44,1
50,6,59,43,1
51,6,59,42,1
51,6,59,41,1
51,6,59,40,1
51,6,59,39,1
51,7,59,38,1
51,7,59,37,1
52,7,59,36,1
52,7,59,35,1
52,7,59,34,1
53,7,59,33,1
53,7,59,32,1
53,7,59,31,1
53,7,59,30,1
53,7,59,29,1
53,7,59,29,1
53,7,59,28,1
54,7,59,27,1
55,7,59,26,1
55,7,59,25,1
55,7,59,24,1
56,7,59,23,1
56,7,59,22,1
57,7,59,21,1
57,7,59,20,1
57,7,59,19,1
58,7,59,18,1
60,7,59,17,1
1,0,148,119,1
1,0,148,118,1
1,0,148,117,1
2,0,148,116,1
2,0,148,115,1
3,0,148,114,1
4,0,148,113,1
4,0,148,112,1
8,0,148,113,1
8,0,148,112,1
12,0,148,111,1
13,0,148,110,1
14,0,148,109,1
14,0,148,108,1
15,0,148,107,1
15,0,148,106,1
16,0,148,105,1
16,0,148,104,1
16,0,148,103,1
16,0,148,102,1
17,0,148,101,1
17,0,148,100,1
18,0,148,99,1
19,0,148,98,1
19,0,148,97,1
20,0,148,96,1
21,0,148,95,1
25,0,148,94,1
29,0,148,93,1
29,0,148,92,1
33,0,148,91,1
34,0,148,90,1
35,0,148,89,1
39,0,148,88,1
39,1,148,87,1
39,1,148,86,1
39,1,148,85,1
40,1,148,84,1
40,1,148,83,1
41,1,148,82,1
42,1,148,81,1
43,1,148,80,1
44,1,148,79,1
44,1,148,78,1
44,1,148,77,1
48,1,148,76,1
49,1,148,75,1
53,1,148,74,1
53,2,148,73,1
53,2,148,72,1
54,2,148,71,1
55,2,148,70,1
56,2,148,69,1
56,2,148,68,1
57,2,148,67,1
58,2,148,66,1
58,2,148,65,1
59,2,148,64,1
